s1_edad,s1_genero,s1_experiencia_clinica,s1_educacion,s1_titulo_terciario,s1_titulo,s1_no_titulo_universitario,s1_horas_semana_pacientes_atendidos,s1_contexto_trabajo,s1_orientacion_teo,s1_marco_teo_terapia_basada_arte,s1_marco_teo_psa,s1_marco_teo_tcc,s1_marco_teo_humanista,s1_marco_teo_eclectico,s2_evidencia_cientifica,s2_experiencia_personal,s2_entrenamiento_clinica,s2_tratamiento_preferencia_consultantes,s2_intuicion,s2_terapia_personal,s3_tratamiento_personal_consultantes,s3_investigacion_empirica_ensayos_controlados,s3_supervision,s3_estudios_de_caso,s3_discusion_pares,s3_libros,s3_observaciones_casos_clinicos,s3_medidas_resultado,s3_guias_manuales_clinicos,s4_apertura_terapias_desarrolladas_por_investigadores,s4_actualizacion_info_cientifica,s4_formacion_enfasis_investigacion,s4_supervisores_terapia_evidencia_requerimiento,s4_tratamientos_cientificos_eficientes,s4_atraer_consultantes_con_tbe,s4_hallazgos_cientificos_practica_diaria,s4_nueva_terapia_intento,s4_interes_aprender_tbe,s4_tratamientos_utilizados_base_empirica,s4_complejidad_consultantes_ensayos_clinicos,s4_consultantes_prefieren_otros_tratamientos,s4_terapia_manualizada,s4_diagnosticos_utilizados_son_simples,s4_tratamientos_preferencia_no_probados_ensayo_controlado,s4_enfoque_tratamiento_individual,s4_no_tiempo_aprender_tbe,s4_capacitacion_tbe_demasiado_dinero,s4_no_saber_tbe,s4_entrenamiento_clinico_no_info_tbe,s4_alianza_terapeutica_mas_importante,s4_terapias_igualmente_efectivas,s4_empleador_no_fondos_capacitacion_tbe,s4_exp_clinica_mas_importante_que_evidencia_cientifica,provincia_residencia,consentimiento_informado
35.0,Masculino,2.0,Licenciatura de Grado,,Lic. en Psicología,,7.0,Ámbito Privado,Psicoanálisis,,Psicoanalisis relacional. Enfoque Modular Transformacional,,,,7.0,5.0,6.0,3.0,1.0,4.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,5.0,6.0,0.0,0.0,7.0,7.0,0.0,7.0,4.0,7.0,7.0,6.0,4.0,5.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,5.0,2.0,0.0,4.0,Córdoba,7.0
34.0,Femenino,1.6,Carrera de Especialización,Posgrado en psicoanálisis en curso,Lic. en Psicología,,40.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,4.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,7.0,Provincia de Buenos Aires,4.0
41.0,Femenino,10.0,Licenciatura de Grado,,Lic. en Psicología,,15.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Aceptación y Compromiso",,,4.0,6.0,7.0,7.0,7.0,5.0,7.0,1.0,4.0,1.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,1.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,3.0,4.0,3.0,1.0,1.0,7.0,3.0,3.0,0.0,5.0,Ciudad Autónoma de Buenos Aires (CABA),3.0
45.0,Masculino,16.0,Licenciatura de Grado,,Lic. en Psicología,,32.0,Ámbito Privado,Psicoanálisis,,Psicoanálisis Relacional,,,,6.0,7.0,6.0,6.0,4.0,6.0,6.0,5.0,3.0,3.0,4.0,7.0,5.0,3.0,5.0,7.0,7.0,4.0,2.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,1.0,2.0,0.0,7.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,5.0,San Luis,5.0
41.0,Masculino,17.0,Licenciatura de Grado,,Lic. en Psicología,,50.0,Ámbito Privado,Psicoanálisis,,Escuelas del Self,,,,6.0,7.0,7.0,1.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,5.0,1.0,6.0,6.0,7.0,4.0,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,7.0,1.0,4.0,4.0,Santa Fe,4.0
29.0,Femenino,2.3,Licenciatura de Grado,,Lic. en Psicología,,15.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,1.0,5.0,3.0,1.0,2.0,7.0,7.0,1.0,7.0,5.0,6.0,5.0,5.0,1.0,5.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,2.0,0.0,7.0,4.0,7.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,7.0,1.0,0.0,7.0,Santa Fe,7.0
42.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Enfoque modular,,,,,,5.0,7.0,3.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,7.0,6.0,1.0,4.0,6.0,0.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,0.0,0.0,5.0,4.0,0.0,7.0,0.0,4.0,0.0,4.0,2.0,4.0,0.0,4.0,Córdoba,7.0
42.0,Femenino,14.0,Licenciatura de Grado,Lic. En Psicología ,Lic. en Psicología,,30.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Humanista, Psicoanálisis, Sexología clínica ",4.0,7.0,6.0,2.0,7.0,6.0,7.0,4.0,4.0,5.0,4.0,6.0,6.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,0.0,4.0,4.0,7.0,1.0,4.0,3.0,4.0,7.0,6.0,0.0,5.0,Mendoza,7.0
27.0,Femenino,0.5,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia basada en Mindfulness",,,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,1.0,4.0,6.0,7.0,4.0,4.0,6.0,6.0,7.0,7.0,0.0,6.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,5.0,4.0,3.0,5.0,3.0,6.0,1.0,4.0,6.0,4.0,0.0,5.0,Neuquén,7.0
44.0,Femenino,18.0,Licenciatura de Grado,,Lic. en Psicología,,40.0,"Ámbito Público (hospital u otro), Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,"Lacaniano, Posfreudiano",,,,4.0,7.0,7.0,1.0,4.0,7.0,7.0,0.0,7.0,4.0,5.0,7.0,4.0,0.0,4.0,4.0,5.0,6.0,6.0,4.0,0.0,6.0,4.0,3.0,6.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,7.0,Córdoba,7.0
36.0,Femenino,8.0,Carrera de Especialización,Psicoterapia sistémica ,Lic. en Psicología,,25.0,Ámbito Privado,Sistémica,,,,,,6.0,7.0,7.0,6.0,5.0,3.0,6.0,3.0,5.0,2.0,5.0,7.0,4.0,4.0,6.0,7.0,4.0,4.0,4.0,4.0,5.0,6.0,2.0,6.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,1.0,4.0,4.0,4.0,7.0,1.0,1.0,7.0,Córdoba,5.0
37.0,Femenino,12.0,Licenciatura de Grado,,Lic. en Psicología,,30.0,"Ámbito Privado, Obra Social o Prepaga",Ecléctico (más de una de estas opciones),,,,,"Psicodinámica, Psicoanálisis",7.0,7.0,4.0,,,4.0,3.0,0.0,7.0,7.0,6.0,7.0,7.0,1.0,4.0,5.0,4.0,4.0,4.0,0.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,7.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,4.0,Santa Fe,1.0
35.0,Femenino,9.0,Licenciatura de Grado,Licenciada en psicología ,Lic. en Psicología,,40.0,Ámbito Privado,Psicoanálisis,,Psicodinámica,,,,7.0,7.0,7.0,4.0,5.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,7.0,5.0,4.0,5.0,7.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,Córdoba,6.0
32.0,Femenino,3.0,Licenciatura de Grado,,Lic. en Psicología,,18.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Aceptación y Compromiso",,,6.0,7.0,6.0,4.0,5.0,3.0,7.0,4.0,4.0,4.0,7.0,4.0,1.0,4.0,7.0,5.0,7.0,4.0,4.0,7.0,4.0,4.0,1.0,4.0,7.0,7.0,4.0,0.0,4.0,0.0,3.0,1.0,1.0,3.0,4.0,5.0,1.0,0.0,4.0,Corrientes,7.0
46.0,Femenino,20.0,Licenciatura de Grado,,Lic. en Psicología,,30.0,Ámbito Privado,Enfoque modular transformacional,,,,,,6.0,4.0,6.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,6.0,6.0,5.0,3.0,6.0,7.0,4.0,3.0,3.0,4.0,6.0,7.0,6.0,6.0,7.0,7.0,4.0,6.0,7.0,6.0,7.0,4.0,7.0,1.0,4.0,7.0,4.0,7.0,4.0,Córdoba,7.0
51.0,Femenino,15.0,Licenciatura de Grado,,Lic. en Psicología,,40.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,7.0,7.0,7.0,1.0,1.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,Córdoba,4.0
27.0,Masculino,5.0,Carrera de Especialización,,Lic. en Psicología,,50.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Racional Emotiva, Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,7.0,7.0,4.0,,,4.0,5.0,7.0,4.0,5.0,7.0,5.0,4.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,7.0,4.0,7.0,7.0,7.0,3.0,7.0,4.0,1.0,5.0,1.0,7.0,1.0,1.0,4.0,1.0,0.0,1.0,La Rioja,6.0
25.0,Femenino,2.0,Carrera de Especialización,,Lic. en Psicología,,10.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Aceptación y Compromiso",,,7.0,7.0,6.0,,5.0,6.0,4.0,6.0,4.0,4.0,7.0,7.0,2.0,1.0,6.0,6.0,7.0,4.0,0.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,1.0,5.0,5.0,0.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,7.0,3.0,Córdoba,7.0
28.0,Femenino,1.6,Licenciatura de Grado,,Lic. en Psicología,,15.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,7.0,4.0,5.0,,,5.0,0.0,6.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,0.0,4.0,6.0,7.0,6.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,5.0,1.0,0.0,4.0,1.0,5.0,4.0,Jujuy,6.0
42.0,Masculino,9.0,Máster,,Lic. en Psicología,Licenciado en psicología ,20.0,Ámbito Privado,Conductual ,,,,,,7.0,5.0,6.0,3.0,1.0,,5.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,4.0,6.0,6.0,2.0,2.0,1.0,7.0,1.0,4.0,1.0,1.0,0.0,2.0,Provincia de Buenos Aires,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Femenino,0.6,Licenciatura de Grado,,Lic. en Psicología,,10.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual",,,6.0,2.0,5.0,5.0,1.0,,5.0,1.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,7.0,5.0,6.0,5.0,7.0,7.0,3.0,3.0,4.0,5.0,0.0,3.0,0.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
31.0,Femenino,6.4,Carrera de Especialización,Carrera de especialización en psicología con orientación sistémica ,Lic. en Psicología,,10.0,Ámbito Privado,Sistémica,,,,,,5.0,5.0,6.0,3.0,7.0,6.0,7.0,5.0,7.0,3.0,7.0,7.0,1.0,2.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,6.0,2.0,2.0,4.0,4.0,6.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
32.0,Masculino,6.2,Licenciatura de Grado,,Lic. en Psicología,,35.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Dialéctico Conductual",,,5.0,6.0,4.0,3.0,4.0,,5.0,1.0,4.0,4.0,5.0,6.0,1.0,3.0,5.0,6.0,6.0,0.0,4.0,7.0,6.0,6.0,4.0,5.0,6.0,0.0,3.0,4.0,4.0,1.0,4.0,4.0,6.0,1.0,0.0,5.0,1.0,0.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
29.0,Femenino,2.0,Carrera de Especialización,Especiaoista en terapia sistemica. Posgrado en sexologia clinica,Lic. en Psicología,,40.0,Ámbito Privado,Sistémica,,,,,,3.0,7.0,4.0,4.0,4.0,7.0,5.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,6.0,4.0,4.0,4.0,7.0,5.0,5.0,4.0,6.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,5.0,5.0,0.0,4.0,Salta,3.0
45.0,Masculino,8.8,Licenciatura de Grado,,Lic. en Psicología,,24.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano, Posfreudiano",,,,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,4.0,0.0,7.0,5.0,5.0,6.0,5.0,6.0,0.0,5.0,6.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,Córdoba,7.0
38.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,28.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,Terapia de Aceptación y Compromiso,,,6.0,4.0,6.0,3.0,1.0,6.0,4.0,2.0,5.0,5.0,5.0,6.0,4.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0,4.0,6.0,3.0,7.0,6.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,Provincia de Buenos Aires,3.0
34.0,Femenino,3.0,Carrera de Especialización,,Lic. en Psicología,,30.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,6.0,4.0,4.0,5.0,1.0,,4.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,5.0,5.0,0.0,5.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,5.0,Ciudad Autónoma de Buenos Aires (CABA),5.0
35.0,Femenino,9.0,Carrera de Especialización,,Lic. en Psicología,,30.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Aceptación y Compromiso",,,7.0,7.0,5.0,4.0,,4.0,2.0,6.0,7.0,3.0,7.0,7.0,4.0,4.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,Provincia de Buenos Aires,7.0
23.0,Femenino,1.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,Posfreudiano,,,,4.0,4.0,4.0,7.0,,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,5.0,6.0,6.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,0.0,7.0,7.0,6.0,6.0,4.0,7.0,4.0,4.0,1.0,1.0,7.0,1.0,3.0,7.0,Chaco,7.0
25.0,Femenino,1.6,Licenciatura de Grado,,Lic. en Psicología,,40.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Humanista, Terapias Cognitivas/Comportamentales, Sistémica",7.0,5.0,6.0,6.0,3.0,7.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,4.0,0.0,0.0,7.0,7.0,6.0,7.0,6.0,6.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
28.0,Femenino,0.9,Licenciatura de Grado,,Lic. en Psicología,,10.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,3.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,6.0,4.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,3.0,4.0,6.0,6.0,5.0,7.0,4.0,7.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,6.0,0.0,4.0,Provincia de Buenos Aires,7.0
48.0,Femenino,18.0,Carrera de Especialización,,Lic. en Psicología,,35.0,Ámbito Público (hospital u otro),Psicoanálisis,,EMT ,,,,6.0,7.0,7.0,3.0,3.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0,7.0,4.0,6.0,6.0,7.0,6.0,4.0,6.0,5.0,7.0,5.0,6.0,7.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,Córdoba,6.0
37.0,Femenino,9.0,Carrera de Especialización,,Lic. en Psicología,,45.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,4.0,4.0,2.0,,5.0,7.0,6.0,3.0,7.0,3.0,7.0,7.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,5.0,2.0,2.0,6.0,4.0,6.0,7.0,0.0,4.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,0.0,4.0,Provincia de Buenos Aires,7.0
30.0,Femenino,5.3,Concurrencia completa,,Lic. en Psicología,,15.0,Todas las anteriores ,Psicoanálisis,,Posfreudiano,,,,3.0,6.0,5.0,5.0,6.0,4.0,7.0,0.0,5.0,0.0,7.0,5.0,6.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,7.0,7.0,4.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,7.0,Provincia de Buenos Aires,4.0
33.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,26.0,"Ámbito Privado, Obra Social o Prepaga",ENFOQUE MODULAR TRANSFORMACIONAL,,,,,,6.0,6.0,6.0,3.0,4.0,7.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,7.0,4.0,6.0,1.0,4.0,Córdoba,7.0
27.0,Femenino,3.0,Licenciatura de Grado,,Lic. en Psicología,,40.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano",,,,3.0,1.0,6.0,3.0,1.0,7.0,7.0,4.0,7.0,1.0,6.0,6.0,5.0,1.0,3.0,7.0,0.0,2.0,1.0,4.0,1.0,5.0,6.0,4.0,0.0,4.0,6.0,6.0,1.0,0.0,7.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),6.0
33.0,Femenino,6.0,Licenciatura de Grado,,Lic. en Psicología,,40.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,Freudiano,,,,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,7.0,5.0,3.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,4.0,5.0,5.0,7.0,0.0,7.0,Provincia de Buenos Aires,7.0
57.0,Masculino,28.0,Carrera de Especialización,Psiquiatra Psicoterapeuta ,Psicoterapeuta Psicoanalítico ,,50.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,Psicodinámica,,,,5.0,7.0,4.0,5.0,7.0,1.0,7.0,1.0,4.0,1.0,4.0,7.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,5.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
56.0,Femenino,28.0,maestranda (en proceso de escritura de tesis),psicóloga,profesora en ciencias de la educación,,40.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,Lacaniano,,,,7.0,6.0,7.0,5.0,,7.0,7.0,0.0,7.0,0.0,6.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
44.0,Femenino,3.0,Licenciatura de Grado,,Lic. en Psicología,,5.0,Ámbito Privado,Psicoanálisis desde el Enfoque Modular Transformacional,,,,,,3.0,7.0,7.0,1.0,4.0,3.0,7.0,2.0,6.0,3.0,7.0,7.0,7.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,Córdoba,5.0
45.0,Femenino,20.0,Carrera de Especialización,,Lic. en Psicología,,25.0,Ámbito Público (hospital u otro),Ecléctico (más de una de estas opciones),,,,,Psicoanálisis,6.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,6.0,5.0,4.0,6.0,5.0,2.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,7.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,Tucumán,4.0
36.0,Masculino,12.0,Carrera de Especialización,,Lic. en Psicología,,30.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,Lacaniano,,,,1.0,4.0,6.0,4.0,4.0,6.0,6.0,0.0,4.0,0.0,5.0,6.0,5.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,6.0,0.0,0.0,1.0,6.0,7.0,5.0,0.0,6.0,Ciudad Autónoma de Buenos Aires (CABA),6.0
36.0,Femenino,8.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,5.0,7.0,7.0,6.0,2.0,5.0,7.0,4.0,7.0,6.0,7.0,5.0,7.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0,7.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0,6.0,6.0,4.0,5.0,0.0,7.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
39.0,Femenino,15.0,Carrera de Especialización,,Lic. en Psicología,,35.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,4.0,6.0,7.0,4.0,,7.0,6.0,1.0,6.0,4.0,6.0,5.0,5.0,1.0,1.0,6.0,5.0,4.0,1.0,3.0,5.0,4.0,6.0,7.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,7.0,4.0,2.0,0.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),5.0
36.0,Femenino,11.0,Diplomaturas de posgrado,Licenciada Profesora en psicología,Lic. en Psicología,,14.0,Obra Social o Prepaga,Psicoanálisis,,Freudiano,,,,5.0,5.0,5.0,3.0,3.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,6.0,1.0,1.0,0.0,6.0,6.0,4.0,5.0,5.0,5.0,7.0,4.0,5.0,7.0,6.0,2.0,0.0,2.0,7.0,6.0,2.0,0.0,6.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
31.0,Femenino,3.0,Posgrado ,,Lic. en Psicología,,12.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,Humanista,5.0,7.0,7.0,5.0,7.0,6.0,7.0,0.0,6.0,6.0,6.0,7.0,6.0,1.0,4.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,0.0,0.0,6.0,6.0,4.0,4.0,0.0,6.0,Córdoba,7.0
39.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,25.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,"Lacaniano, Freudiano, Psicodinámica",,,,,6.0,6.0,2.0,,7.0,4.0,1.0,7.0,0.0,4.0,7.0,4.0,4.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,7.0,4.0,0.0,7.0,4.0,6.0,2.0,7.0,7.0,4.0,7.0,5.0,Provincia de Buenos Aires,7.0
28.0,Femenino,3.0,Diplomatura ,Tramo de formación docente y diplomatura en relaciones laborales,Lic. en Psicología,,15.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,7.0,7.0,4.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,6.0,3.0,6.0,7.0,7.0,5.0,4.0,7.0,7.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,Provincia de Buenos Aires,7.0
